region,lat,lon,node_id
SRP,33.51723899998838,-111.88647483233227,CHAPARRL_LNODELD3
CA,35.608038,-119.32552366,CHARKA_1_N001
PSE,47.003283,-122.86329166,CHA_LNODEXF1
CA,32.9600895309367,-117.08989329478639,CHCARITA_1_N001
CA,32.95991046897258,-117.08989329500262,CHCARITA_1_N004
CA,32.95991046897258,-117.09010670499738,CHCARITA_1_N008
CA,32.9600895309367,-117.09010670521367,CHCARITA_1_N012
SRP,33.376742,-112.18179666,CHEAT_SR_LNODELD2
BPAT,46.59912499998116,-122.94694735505595,CHEHA_BP_LNODERV2
BPAT,46.59912499998116,-122.94707864494404,CHEHA_BP_LNODESS
BPAT,45.01444499998241,-122.99936550799583,CHEMA_BP_LNODEF1A
BPAT,45.01444499998241,-122.9994924920042,CHEMA_BP_LNODESS
BPAT,46.13105388033854,-122.9846366,CHEMW_BP_G01GNODE
BPAT,46.13097305981099,-122.98456266822542,CHEMW_BP_G02GNODE
BPAT,46.13097305981099,-122.98469733177467,CHEMW_BP_G05GNODE
AVA,47.476729255541,-117.57935975191344,CHENEY_1_CHENEYLNODE
